HubID,Latitude,Longitude,AssignedCentroidLat,AssignedCentroidLon
6,36.0830662931599,103.861641021745,36.0866450525646,103.865546045184
15,36.030180305824,103.807588583761,36.0399562470675,103.792264419111
10,36.0923458379721,103.819821678483,36.0869870833694,103.814533207271
16,36.0177284866826,103.868263032109,36.0284785632389,103.872665471615
5,36.0387870040153,103.839977867398,36.0394493213682,103.839743147822
